Items,PurQTY,PurVALUE,SalesQTY,SalesVALUE,ClosQTY,CloVALUE,M.EXP,OpenQTY,OpenVALUE,RecQTY,RecVALUE,SalesDate
AMLOVAS M 5/50 TAB 10S,9,855,9,829.29,0,0,0,0,0,9,855,2022-10-11
AMM SYRUP 200ML 200ML,120,3696,14,968.78,106,3264.8,23-Aug,0,0,120,3696,2022-07-11
AMM-4G CAP 10S,1230,54120,1120,83400.31,110,4840,24-Jan,240,10560,990,43560,2022-08-05
AMNEXT 5 TAB ZEE 15S,996,6573.6,977,13500.76,19,125.4,24-Feb,146,963.6,850,5610,2023-09-23
AMNEXT-AT TAB 15S,150,1732.5,100,1650,50,577.5,24-Jul,0,0,150,1732.5,2023-09-18
AMPANEL 2MG TAB 10S,3,207.84,3,259.82,0,0,0,0,0,3,207.84,2023-02-16
AMPANEL 6MG 10S,3,422.13,3,527.68,0,0,0,0,0,3,422.13,2023-03-20
AMPILON-C CAP 10S,140,5191.2,30,3560,110,4078.8,24-May,20,741.6,120,4449.6,2023-11-16
AMPLE CUP(SLIPPER) 1S,8,372.88,8,480.94,0,0,0,8,372.88,0,0,2022-07-07
AMPOXIN-500MG CAP 15S,2,127,2,158.76,0,0,0,0,0,2,127,2023-05-11
AMRITH NONI ARTHO PLUS-750ML 750ML,5,6223.2,5,6228.56,0,0,0,0,0,5,6223.2,2023-10-24
AMRITH NONI D PLUS 1LTR,1,951.78,1,951.78,0,0,0,0,0,1,951.78,2023-02-10
AMRITH NONI D PLUS 500 ML,22,11275,22,11279.5,0,0,0,0,0,22,11275,2022-01-10
AMRITH NONI GASTERINE 150ML,8,1405.68,8,1405.97,0,0,0,0,0,8,1405.68,2023-10-16
AMRITH NONI PAIN OIL 100ML,1,175.71,1,175.71,0,0,0,0,0,1,175.71,2022-12-05
AMRITH NONI PAIN OIL 50ML,1,0,1,0,0,0,0,0,0,1,0,2022-07-01
AMRUTHANJAN (RED)10ML 10ML,24,935.04,24,943,0,0,0,0,0,24,935.04,2022-05-08
AMYTUM-250 TAB 10S,96,4800,91,5465,5,250,24-Mar,0,0,96,4800,2023-12-17
ANAWIN 0.25% INJ 20ML,748,26838.24,566,28305.45,182,6530.16,24-May,169,6063.72,579,20774.52,2023-05-24
ANAWIN 0.5% VIAL INJ 20ML,1561,84996.45,1384,83045.19,177,9637.65,25-Aug,230,12523.5,1331,72472.95,2023-10-15
ANAWIN HEAVY 4ML,6667,134940.08,6244,130429.33,423,8561.52,24-Sep,337,6820.88,6330,128119.2,2022-11-15
ANDRO-10 SOLUTION 60ML,13,2557.49,8,3118.1,5,983.65,24-Jan,8,1573.84,5,983.65,2022-03-24
ANDRO-5 SOLUTION 60ML,99,14598.54,82,36636,17,2506.82,24-Jan,4,589.84,95,14008.7,2022-07-25
ANEKET INJ 100MG/2ML 2ML,73,1141.72,73,1272.95,0,0,0,25,391,48,750.72,2022-05-31
ANEKET INJ 5ML/50MG 5ML,308,13176.24,251,11702.76,57,2438.46,24-Apr,28,1197.84,280,11978.4,2022-03-09
ANEMOL 100ML,1000,26000,500,17500,500,13000,24-Oct,0,0,1000,26000,2023-11-19
ANGEDEX TAB 100S,10,100,10,125,0,0,0,0,0,10,100,2023-05-08
ANGISPAN TR 2.5MG CAPS 25S,1,141.43,1,141.3,0,0,0,0,0,1,141.43,2022-03-30
ANGISPAN-TR 2.6MG TAB 25S,4,565.72,4,707.14,0,0,0,0,0,4,565.72,2023-10-31
ANGISPAN-TR 6.5MG TAB 25S,4,718.56,4,898.21,0,0,0,0,0,4,718.56,2023-08-11
ANNUAL MAINTENANCE CHARGE 1S,2,54236,0,0,2,54236,0,0,0,2,54236,2023-12-01
ANTI ABD 3*10ML 3*10ML,3,660,3,1860,0,0,0,0,0,3,660,2023-03-03
ANTI-D 300MCG/1ML 1S,690,1875834,671,1224442.03,19,51653.4,24-Mar,114,309920.4,576,1565913.6,2022-11-19
ANTI-D 300MCG/1ML-PFS 1S,60,163116,0,0,60,163116,24-Oct,0,0,60,163116,2023-06-15
ANTICA DROPS RHO 15ML,237,3042.13,207,4082.52,30,420.57,23-Sep,105,1472,132,1570.13,2022-08-15
ANTICA SUP 30ML,20,0,20,0,0,0,0,0,0,20,0,2022-09-17
ANTICA-DF DROPS 15ML,650,8838.9,575,16877.5,75,1052.25,25-Mar,79,1108.37,571,7730.53,2022-01-05
ANTIDP 75MG TAB 10S,300,6321,300,7200,0,0,0,0,0,300,6321,2023-04-23
ANTISCAB LOTION 100ML,51,1487.67,51,1657,0,0,0,26,758.42,25,729.25,2023-11-24
ANTIVIRUS VIBRANIUM THREAT SE 1S,1,450,1,585,0,0,0,0,0,1,450,2023-02-19
ANTOXID-HC CAP 30S,1,382.5,1,478.13,0,0,0,0,0,1,382.5,2022-07-01
ANXIT-0.5MG TAB 15S,0,0,0,0,0,0,0,0,0,0,0,2023-12-13
ANXOZAP 15MG TAB 10S,3,324.69,3,327,0,0,0,0,0,3,324.69,2022-09-05
ANZATRIC-10MG TAB 10S,1071,10602.9,950,26382.8,121,1197.9,24-Apr,81,801.9,990,9801,2023-10-06
ANZATRIC-2.5 MG TAB 10S,110,544.5,108,1264.75,2,9.9,24-Dec,0,0,110,544.5,2022-09-17
ANZATRIC-20 10S,60,924,60,0,0,0,0,60,924,0,0,2022-06-04
ANZATRIC-5MG TAB 10S,193,1337.49,189,4470,4,27.72,24-Oct,103,713.79,90,623.7,2022-08-13
APIGAT 2.5MG 30S,371,130063.66,360,137143.3,11,5091.46,24-Apr,0,0,371,130063.66,2023-04-19
APIGAT 5 TAB 30S,83,26382.72,45,24530.15,38,20886.32,23-Aug,30,16489.2,53,9893.52,2022-11-11
APIZ-10MG TAB 10S,107,5089.99,107,4374.51,0,0,0,7,332.99,100,4757,2022-07-23
APIZ-MD 5 10S,248,10520.16,167,5090.98,81,3436.02,24-Jan,43,1824.06,205,8696.1,2022-04-08
APPRI PLUS SYP 100ML,110,2178,18,742.5,92,1821.6,24-Feb,0,0,110,2178,2022-02-27
APPRI PLUS SYRUP 200ML,112,3572.8,104,5483.7,8,255.2,24-Mar,52,1658.8,60,1914,2022-07-16
APPRIPLUS DROPS 30ML,466,7176.4,401,8122.29,65,1001,25-Jul,59,908.6,407,6267.8,2022-07-27
APRESOL TAB 15S,12,1140,12,1425,0,0,0,0,0,12,1140,2023-05-31
APREZO -30MG TAB 10S,3,633.21,3,791.52,0,0,0,0,0,3,633.21,2023-04-22
AQUA PAM INJ 20ML 20ML,598,13156,473,13135.1,125,2750,24-Aug,98,2156,500,11000,2023-12-13
AQUADENT GUM PAINT 15ML,597,11820.6,523,24945.04,74,1465.2,24-Oct,197,3900.6,400,7920,2023-08-07
AQUADOL INJ 1S,615,4766.25,490,4813,125,968.75,24-May,320,2480,295,2286.25,2022-06-10
AQUADOL SPAS INJ 1ML,99,2386.89,90,2416.11,9,216.99,23-Aug,99,2386.89,0,0,2023-10-17
AQUADOL TPM GEL 30GM,98,7307.86,33,2485.8,65,4847.05,24-Jan,0,0,98,7307.86,2022-10-25
AQUADOL-BP-10MCG/HR 1S,30,27896.7,8,6550,22,20457.58,24-Jun,0,0,30,27896.7,2022-08-25
AQUADOL-BP-5MCG 1S,10,5078.6,6,2700,4,2031.44,24-Jul,0,0,10,5078.6,2023-01-23
AQUAFAST GEL 30GM,1696,26203.2,1578,28658.4,118,1823.1,24-Aug,39,602.55,1657,25600.65,2023-10-27
AQUAFAST PLUS GOLD TAB(BL) 10S,185,630.85,180,2265,5,17.05,23-Aug,182,620.62,3,10.23,2023-03-01
AQUAFAST-MR TAB(BL) 10S,497,5143.95,397,9554.72,100,1035,24-Jun,397,4108.95,100,1035,2023-01-23
AQUAGESIC INJ 1ML,13649,35896.87,12385,50263.85,1264,3324.32,24-Apr,539,1417.57,13110,34479.3,2022-01-30
AQUASOOTHE PLUS EYE DROPS 10ML,25,750,2,80,23,690,23-Aug,25,750,0,0,2023-04-17
AQUREA HF 40% GEL 50GM,2,501.7,2,627.12,0,0,0,0,0,2,501.7,2022-08-19
AQVAFAST INJ 1ML,22765,47806.5,22676,66205.74,89,186.9,23-Sep,16765,35206.5,6000,12600,2022-09-18
AQVAFAST INJ 3ML,2000,4200,332,1174.35,1668,3502.8,24-May,0,0,2000,4200,2023-12-10
AQVAFAST SPRAY 55GM,414,21528,414,55105.4,0,0,0,0,0,414,21528,2023-11-22
ARA EYE DROPS 10ML,68,11584.48,38,6325.82,30,5110.8,24-Sep,13,2214.68,55,9369.8,2023-10-07
ARA GEL 10GM,51,13015.71,29,7199.19,22,5614.62,24-Aug,21,5359.41,30,7656.3,2022-09-08
ARACHITOL-6L INJ 6S,74,21553.24,74,21604.19,0,0,0,0,0,74,21553.24,2023-10-26
ARCOCAL-D3 CAPS 4S,2000,12000,2000,12000,0,0,0,0,0,2000,12000,2022-07-16
ARGANAT INJ 250G/2.5ML VIAL,21,89909.96,21,127307.07,0,0,0,1,6422.14,20,83487.82,2023-08-02
ARIPIZ-10 TAB 10S,9,90,1,0,8,80,23-Apr,9,90,0,0,2023-01-18
ARIROM-10 TAB 10S,18,188.1,18,675,0,0,0,18,188.1,0,0,2022-05-04
ARKAMIN TAB 30S,115,5967.35,115,6635.17,0,0,0,6,311.34,109,5656.01,2023-01-27
ARNEY 100MG TAB 14S,4,1196,4,1495,0,0,0,0,0,4,1196,2022-02-01
ARPIZOL 5 MG TAB 10S,3,181.08,3,226.34,0,0,0,0,0,3,181.08,2022-12-28
ARPROST 125MG INJ 125MCG,500,13000,360,12372,140,3640,0,0,0,500,13000,2022-10-27
ARTACIL 10MG INJ 2.5ML,-3,-125.28,-3,0,0,0,0,0,0,-3,-125.28,2023-05-22
ARTACIL 25MG AMP 2.5ML,1900,82080,1763,99711.21,137,5918.4,24-Feb,0,0,1900,82080,2022-02-27
ARZE GOLD CAP 10S,150,2475,110,5562.5,40,660,25-Mar,100,1650,50,825,2022-11-15
ASCORBIC ACID 500MG INJ 5ML,1389,8195.1,1389,9008,0,0,0,1389,8195.1,0,0,2022-07-22
ASCORBREL-1.5GM/6ML 1S,3161,97358.8,2512,80747.05,649,19989.2,23-Apr,3161,97358.8,0,0,2022-11-10
ASCORIL D PLUS SYRUP 100ML,1,92.14,1,115.18,0,0,0,0,0,1,92.14,2023-11-25
ASCOROM DROPS-RH 30ML,55,968,0,0,55,968,24-Feb,0,0,55,968,2022-10-07
ASCOROM TAB 10S,512,10419.2,381,11350.45,131,2665.85,23-Apr,50,1017.5,462,9401.7,2022-05-19
ASHPI SYRUP 200ML 200ML,770,64348.9,596,41045.45,174,14541.18,25-Sep,130,10864.1,640,53484.8,2022-05-24
ASHPI TAB 10S,299,12109.5,211,8157.65,88,3564,25-May,24,972,275,11137.5,2023-11-25
ASICRYL SUP 60ML,20,0,20,0,0,0,0,0,0,20,0,2023-08-10
ASMAPHYLINE INJ 2ML 2ML,12346,43211,11506,59710.5,840,2940,24-May,1980,6930,10366,36281,2022-01-02
ASOMEX-5MG TAB 15S,7,710.78,7,710.78,0,0,0,0,0,7,710.78,2023-07-25
ASTAR-P TAB 10S,2,64.34,2,64.34,0,0,0,0,0,2,64.34,2023-10-17
ASTHA 2MG LOOSE TAB M/B 200s,82,1566.2,53,1175.5,29,553.9,24-Aug,22,420.2,60,1146,2022-09-17
ASTHA-4MG LOOSE 200S,18,426.6,1,56.88,17,402.9,24-Mar,18,426.6,0,0,2023-06-16
ASTHACIP 2 TAB 10S,1200,1375,100,138,1100,1375,24-Sep,0,0,1200,1375,2023-04-04
ASTHALIN 2MG TAB 30S,10,38.4,10,38.4,0,0,0,0,0,10,38.4,2023-07-28
ASTHALIN 4MG TAB 30S,14,67.2,14,104.94,0,0,0,10,48,4,19.2,2023-04-14
ASTHALIN INHALER 200MD,2209,249064.75,2209,282598.58,0,0,0,0,0,2209,249064.75,2023-10-21
ASTHALIN RESP SOLUTION 15ML,1201,8779.31,1121,11324.88,80,584.8,24-Oct,-1000,-7310,2201,16089.31,2022-01-06
ASTHALIN RESPULES 2.5ML 1S,339,1711.95,339,1935.19,0,0,0,0,0,339,1711.95,2023-06-07
ASTHALIN ROTACAPS 60S,1,37.36,1,46.7,0,0,0,0,0,1,37.36,2023-04-14
ASTYMIN INJ 20ML,30,2971.5,30,3387,0,0,0,0,0,30,2971.5,2022-04-01
ATACURIUM INJ 2.5ML,40,1200,40,1582.5,0,0,0,40,1200,0,0,2023-11-20
ATARAX 10MG TAB 15S,2,68.44,2,85.55,0,0,0,0,0,2,68.44,2022-11-29
ATARAX ANTI-ITCH LOTION 100ML,1,273.56,1,341.95,0,0,0,0,0,1,273.56,2022-03-14
ATARAX SYP 100ML,21,1653.75,21,1588.57,0,0,0,0,0,21,1653.75,2022-07-24
ATEN 50MG 14S 14S,27,598.59,27,586.93,0,0,0,0,0,27,598.59,2023-09-13
ATEN-50MG TAB 14S,4,88.68,4,94.12,0,0,0,0,0,4,88.68,2023-12-23
ATENOLOL TAB 25MG 14S,914,3107.6,718,3705.4,196,666.4,24-Jan,174,591.6,740,2516,2022-07-26
ATENOLOL TAB 50MG 14S,1175,6815,985,9051.62,190,1102,23-Jul,397,2302.6,778,4512.4,2023-06-08
ATM 200MG SUSP 15ML,20,667.44,20,926.96,0,0,0,0,0,20,667.44,2022-03-18
ATOGLA CREAM 100GM,1,203.39,1,203.39,0,0,0,0,0,1,203.39,2022-11-12
ATORVASTATIN-5MG TAB 10S,750,2250,750,2850,0,0,0,750,2250,0,0,2023-12-09
ATRONA-10 TAB 10S,792,6969.6,727,21862.02,65,572,23-Apr,271,2384.8,521,4584.8,2022-02-17
ATRONA-FB TAB 10S,1699,29902.4,1538,63899.81,161,2833.6,23-May,295,5192,1404,24710.4,2022-05-23
ATROPINE INJ 1ML 1ML,34,85,34,116.62,0,0,0,4,10,30,75,2023-05-31
ATROPINE SULPHATE 1ML INJ 1ML,30,70.5,30,29.5,0,0,0,30,70.5,0,0,2022-05-31
ATROPINE SULPHATE INJ 1ML 1ML,7107,16346.1,4277,12248.09,2830,6509,24-May,2107,4846.1,5000,11500,2023-07-16
ATTENTROL 10MG CAP 10S,50,5535.5,50,6915,0,0,0,0,0,50,5535.5,2022-11-29
AUDIOVIT CAP 10S,23,4682.11,13,3177.88,10,2035.7,24-Mar,16,3257.12,7,1424.99,2022-10-10
AUDISOL EAR DROPS 10ML,176,5260.64,126,3733.81,50,1494.5,23-Jul,2,59.78,174,5200.86,2023-10-30
AUGOCARE INJ 1.2GM,69,2484,45,2044.2,24,864,24-Mar,19,684,50,1800,2022-01-01
AUGOCARE-625 TAB 10S,200,10200,200,14600,0,0,0,0,0,200,10200,2022-03-13
AUSPORATE CHORONA-500MG TAB 10S,250,5750,250,13953.57,0,0,0,0,0,250,5750,2022-09-29
AUSPORATE-200 TAB 10S,9,90,9,126,0,0,0,9,90,0,0,2023-03-04
AUSTAVIR 0.5MG 10S,143,5720,123,9480,20,800,24-Nov,0,0,143,5720,2023-04-19
AUTOCLAV BIN (11*9) 1S,3,2175,3,4050,0,0,0,0,0,3,2175,2023-02-04
AUTOCLAV BIN 15*12 1S,4,8560,4,15000,0,0,0,0,0,4,8560,2023-09-22
AUTOCLAVE INDICATOR 1S,1,375,1,570,0,0,0,0,0,1,375,2022-04-27
AUTRIN CAPS 30S,1,107.01,1,0,0,0,0,0,0,1,107.01,2023-05-21
AVAS 10 TAB 30S,0,0,0,0,0,0,0,0,0,0,0,2022-01-22
AVIL 25 TAB 15S,118,840.4,118,840.61,0,0,0,3,21.37,115,819.03,2022-07-11
AVIL INJ-2ML 1S,1,3.83,1,0,0,0,0,1,3.83,0,0,2022-09-11
AVMOL-P TAB 10S,90,2871,90,3300,0,0,0,0,0,90,2871,2023-03-02
AVNAC-P TAB 10S,10,191.4,10,220,0,0,0,0,0,10,191.4,2022-09-27
AVNAC-SP TAB 10S,30,835.2,30,960,0,0,0,0,0,30,835.2,2022-06-27
AVOMIRA 25 TAB 10S,26,3718.32,8,1506.24,18,2788.74,23-Sep,11,1704.23,15,2014.09,2023-05-28
AVOMIRA 50 TAB 10D,36,7200,12,3000,24,5400,24-May,12,2700,24,4500,2022-07-14
AVOPROST-8MG TAB 10S,96,15037.96,71,11887.19,25,4371.5,24-Jan,0,0,96,15037.96,2022-09-14
AVOPROST-D TAB 10S,228,54292.56,183,41437.44,45,11976.3,24-Apr,24,6387.36,204,47905.2,2022-10-01
AVRIELL-200LB TAB 10S,40,2061.9,13,790,27,1855.71,24-Jun,0,0,40,2061.9,2023-05-12
AVRIELL-O TAB 10S,40,2322.9,40,2670,0,0,0,0,0,40,2322.9,2023-04-06
AVYUCAL TAB 10S,200,4263,0,0,200,8526,24-Nov,0,0,200,4263,2022-09-12
AVYUDOX-200DT 10S,70,4567.5,70,7821.5,0,0,0,0,0,70,4567.5,2023-09-03
AXCER 60MG TAB 14S,4,1120,4,1400,0,0,0,0,0,4,1120,2022-03-21
AXCLOPAIN-100 10S,5,17,5,22.1,0,0,0,0,0,5,17,2023-01-11
AXCLOPAIN-MR TAB 10S,300,2550,112,3382.75,188,1598,24-Apr,0,0,300,2550,2023-03-04
AXCLOPAIN-P 10S,606,3636,606,7069,0,0,0,0,0,606,3636,2022-10-18
AXCLOPAIN-S TAB 10S,400,4000,211,7100,189,1890,24-Jan,0,0,400,4000,2022-10-07
AXICEF-250 TAB 10S,141,19941.63,92,11143.26,49,6930.07,23-Sep,50,7071.5,91,12870.13,2023-06-08
AXICEF-250 TAB 6S,1,73.93,1,0,0,0,0,18,1330.74,-17,-1256.81,2022-11-10
AXICEF-500MG TAB 10S,30,7521.3,6,1671.42,24,6017.04,23-Sep,0,0,30,7521.3,2022-03-23
AYUSH KWATH TAB 100S,4,396,0,0,4,396,23-Jun,4,396,0,0,2023-03-25
AYUSH SUDARSHAN GHANVATI TAB 60S,5,412.5,0,0,5,412.5,23-Jun,5,412.5,0,0,2022-06-05
AYZEECON EYE OINTMENT 5GM,1,67.5,1,0,0,0,0,1,67.5,0,0,2023-05-30
AZATHIOPRINE-50 TAB 10S,250,3500,250,5640,0,0,0,0,0,250,3500,2022-04-18
AZEETHRIN-500MG TAB 3S,242,7453.6,242,8491.75,0,0,0,242,7453.6,0,0,2023-10-13
AZEXIN-500 INJ 1S,70,3850,56,3590,14,770,23-Apr,70,3850,0,0,2023-04-05
AZIDERM-10% GEL 15GM,1,151.43,1,189.29,0,0,0,0,0,1,151.43,2022-06-14
AZIFORCE-500 3S,0,0,0,0,0,0,0,13,596.18,-13,-596.18,2023-01-18
AZIMIRA 250MG TAB 6S,674,30626.56,592,24421,82,3726.08,23-Jul,50,2272,624,28354.56,2022-05-22
AZIMIRA 500TAB 10S,1008,148367.52,974,144469.57,34,5858.88,24-May,0,0,1008,148367.52,2022-06-08
AZIPHAR-100MG DROPS 15ML,118,1962.34,66,1445.48,52,864.76,23-Jun,68,1130.84,50,831.5,2023-04-28
AZIPHAR-200MG SYP 15ML,170,4037.5,128,3663.5,42,997.5,23-Sep,0,0,170,4037.5,2023-09-02
AZIROM KID TAB RHO 10S,558,13503.6,416,12056.07,142,3436.4,23-Sep,118,2855.6,440,10648,2023-10-25
AZIROM-250 TAB 10S,432,21146.4,259,20484.75,173,8468.35,23-Apr,161,7880.95,271,13265.45,2023-08-24
AZIROM-250 TAB(RHO) 6S,0,0,0,0,0,0,0,0,0,0,0,2023-02-25
AZIROM-500 5S,943,46159.85,794,58421.63,149,7293.55,24-Feb,113,5531.35,830,40628.5,2023-12-15
AZISTAT-500MG TAB 3S,4,152,4,180,0,0,0,4,152,0,0,2022-11-05
AZITHROMB-250 TAB 6S,2352,76440,2219,91837.5,133,4322.5,24-Sep,32,1040,2320,75400,2022-05-21
AZITHROMB-500 TAB 5S,5228,283200.76,5197,349866.65,31,1679.27,23-Dec,2699,146204.83,2529,136995.93,2022-01-26
AZITIS-250 TAB 6S,588,19110,539,21510,49,1592.5,23-Sep,78,2535,510,16575,2023-10-27
AZITIS-500 3S,390,12675,390,14960.7,0,0,0,95,3087.5,295,9587.5,2022-11-08
AZITOM-500TAB 10S,525,31500,351,52106.8,174,10440,24-Jun,0,0,525,31500,2023-11-23
AZLID 500MG 10S,50,1357.2,50,1563,0,0,0,0,0,50,1357.2,2023-09-13
AZORAN-50 20S,27,4860,27,5550,0,0,0,0,0,27,4860,2023-11-06
AZTOGOLD 10MG TAB 10S,6,265.74,6,0,0,0,0,0,0,6,265.74,2022-03-29
AZTOLET 10MG TAB 10S,33,1461.24,33,4189.29,0,0,0,0,0,33,1461.24,2023-11-19
AZTOR 20MG TAB 15S,3,530.88,3,531,0,0,0,0,0,3,530.88,2023-01-14
AZTOR ASP 75MG CAP 10S,30,825,30,792,0,0,0,0,0,30,825,2023-08-14
AZYCIN-250 TAB 6S,200,5428.8,200,6240,0,0,0,0,0,200,5428.8,2022-04-28
AZYCIN-500 TAB 3S,20,417.6,0,0,20,835.2,23-Jul,0,0,20,417.6,2023-05-27
AZYLIN 250 TAB 6S,1668,41283,1384,58934.71,284,7029,23-Sep,167,4133.25,1501,37149.75,2022-11-22
AZYLIN 500 TAB 3S,677,17872.8,563,27157.5,114,3009.6,23-Sep,324,8553.6,353,9319.2,2023-11-09
AZYSAFE-250 TAB 6S,50,996.5,50,1200,0,0,0,0,0,50,996.5,2022-08-11
B-GEST 100MG TAB 10S,0,0,0,705.15,0,0,0,0,0,0,0,2022-11-11
B-GEST 200 SR TAB 10S,89,19116.31,76,21479.4,13,2792.27,23-Sep,0,0,89,19116.31,2022-08-28
B-GEST 300 SR TAB 10S,20,5467.6,6,3037.5,14,3827.32,23-Sep,0,0,20,5467.6,2023-11-20
B-LONG F TAB 30S,1,141.93,1,141,0,0,0,0,0,1,141.93,2022-03-24
B-PROTEIN POWDER 500GM,4,1559.4,4,1560.62,0,0,0,0,0,4,1559.4,2023-02-20
B-PROTIN POWDER 200GM,2,320.28,2,324,0,0,0,0,0,2,320.28,2023-09-16
B-ROM RESPULES-0.5MG 5S,2620,73491,2161,155537.54,459,12874.95,24-Jun,92,2580.6,2528,70910.4,2023-05-07
B-TEX OINT 14GM 14GM,562,10537.5,402,7213.59,160,3000,25-Dec,242,4537.5,320,6000,2022-08-13
B.CO.PAC INJ 1S,100,975,100,2095.5,0,0,0,0,0,100,975,2023-01-21
BABY SIPPER 1S,13,1057.68,13,1292.56,0,0,0,13,1057.68,0,0,2023-03-15
BABY WEIGHING MACHINE MANUAL 1S,5,925,5,2950,0,0,0,0,0,5,925,2022-08-22
BABY WEIGHING SCALE EBS8001D 1S,4,5100,3,6896.4,1,1275,0,0,0,4,5100,2022-11-23
BACILLOCID EXTRA 500ML,2,780,2,1100,0,0,0,0,0,2,780,2022-01-14
BACLOF-10MG TAB 10S,10,955.2,10,1136,0,0,0,0,0,10,955.2,2022-02-05
BACLOF-OD 20MG TAB 10S,16,3449.92,16,4312.38,0,0,0,6,1293.72,10,2156.2,2022-12-21
BACLONIP-10 TAB 10S,750,3750,719,5096.01,31,155,24-Oct,200,1000,550,2750,2023-04-25
BACLYCIN-500MG INJ 2ML,50,1400,50,1400,0,0,0,0,0,50,1400,2022-03-10
BACTIPOL INJ 1 VIAL,20,6255,0,0,20,6255,24-Mar,0,0,20,6255,2023-07-24
BACTREX EAR DROPS 5ML,3185,42042,2724,116069.99,461,6085.2,25-Jul,329,4342.8,2856,37699.2,2023-08-28
BACTRIM-DS TAB 10S,12,215.52,12,269.36,0,0,0,0,0,12,215.52,2023-03-25
BAG 1S,1,0,0,0,1,100,0,0,0,1,0,2022-05-01
BAND AID STRIPS(ROUND) 100S,23,1380,23,1726.66,0,0,0,23,1380,0,0,2022-08-29
BAND AID STRIPS(SQUARE) 100S,15,900,15,1039,0,0,0,15,900,0,0,2023-08-22
BANDAGE CLOTH 100*20M 1S,5,950,2,1260,3,570,23-May,3,570,2,380,2023-10-30
BANDAGE CLOTH 10CM*3M 10S,3,114,3,405,0,0,0,0,0,3,114,2022-09-15
BANDAGE CLOTH 5CM*3MTR 5S,200,2080,200,6218.75,0,0,0,0,0,200,2080,2022-01-03
BANDAGE ROLL 5CM*3MTR 10S,1,20,1,39,0,0,0,0,0,1,20,2023-03-29
BANDAGE ROLL 7.5CM X 10MTR 10S,1,95,1,180,0,0,0,0,0,1,95,2022-10-27
BANDED 20S,25,285,25,750,0,0,0,0,0,25,285,2023-03-14
BARAGON TAB 10S,2,5,0,0,2,5,23-May,2,5,0,0,2023-03-21
BARBOUR THRED 2.0 1S,8,0,8,0,0,0,0,0,0,8,0,2022-08-05
BASALOG 100 I.U 5ML VIAL 5ML,6,3759.06,5,3538.84,1,626.51,25-Mar,0,0,6,3759.06,2023-10-27
BECADEXAMIN 30S,31,1078.8,31,944.28,0,0,0,0,0,31,1078.8,2022-06-16
BECOPANE INJ (BUSCOWIN) 1ML,5432,10664,4981,53434.98,451,902,23-May,1082,2164,4350,8500,2022-07-29
BECOPLEX DROPS 15ML,28,373.24,28,329,0,0,0,28,373.24,0,0,2022-04-23
BECOPLEX SYP 200ML,47,1155.26,47,2178,0,0,0,47,1155.26,0,0,2023-01-14
BECOPLEX-L SYP 200ML,184,5529.2,148,5611.42,36,1081.8,24-Oct,0,0,184,5529.2,2023-10-28
BECOSCOT CAPS 20S,250,5645,155,4312.85,95,2145.1,24-Nov,0,0,250,5645,2023-04-23
BECOSULES CAP 20S,12,452.04,12,502.2,0,0,0,0,0,12,452.04,2023-01-06
BECOSULES PERFORMANCE TAB 15S,2,223.7,2,223.7,0,0,0,0,0,2,223.7,2022-01-25
BECOZINC TAB 20S,5,202.7,5,198.56,0,0,0,0,0,5,202.7,2022-08-14
BECOZYM-C FORTE 15S,8,156.56,8,151.44,0,0,0,0,0,8,156.56,2022-10-23
BEECELEX TAB 15S,3322,13952.4,3320,20329.83,2,8.4,23-Jul,582,2444.4,2740,11508,2023-07-20
BEFRESH COOL MINT MOUTHWASH 120ML,24,779.52,22,879.4,2,64.96,24-Feb,0,0,24,779.52,2023-11-01
BELYCN DROP 15ML,15,223.5,15,289.05,0,0,0,5,74.5,10,149,2022-10-22
BELYCN SYRUP 200ML,120,2370,120,3897,0,0,0,0,0,120,2370,2022-04-02
BENADON TAB 10S,4,72.56,4,90.69,0,0,0,0,0,4,72.56,2022-04-02
BENALGIS TAB 10S,2,165,2,206.24,0,0,0,0,0,2,165,2022-11-01
BENEFICIALE LIQUID 200ML 200ML,30,3327,30,3696.6,0,0,0,45,4990.5,-15,-1663.5,2023-09-27
BENFOMET PLUS TAB 10S,3,396.42,3,396.48,0,0,0,0,0,3,396.42,2023-07-27
BENGEM 2.5%GEL 20GM,520,7436,478,13648.38,42,600.6,23-Sep,60,858,460,6578,2022-02-22
BENOM 1S,0,0,0,6442.79,0,0,0,0,0,0,0,2022-05-16
BEPARIN 5000IU/5ML VIAL INJ 5ML,2,144,2,157.3,0,0,0,2,144,0,0,2023-05-25
BEPLEX FORTE MONO INJ 11ML,17,808.18,17,891.65,0,0,0,0,0,17,808.18,2022-10-28
BEPOPREC EYE DROPS 5ML,30,1650,30,0,0,0,0,30,1650,0,0,2023-07-11
BERIRAB-P INJ 2ML,9,38250,9,49275,0,0,0,0,0,9,38250,2022-12-08
BETACAP TR 60MG TAB 10S,50,2857,48,2727.56,2,114.28,24-Aug,0,0,50,2857,2023-01-16
BETADAR INJ 1ML,3650,10220,3371,12217.3,279,781.2,23-Aug,1550,4340,2100,5880,2022-05-07
BETAFREE EYE DROPS 5ML,2,700,2,875,0,0,0,0,0,2,700,2023-09-21
BETAHEST INJ 1ML 1S,32,88,32,112.98,0,0,0,32,88,0,0,2022-01-23
BETALOC 50MG TAB 30S,6,748.8,6,725.46,0,0,0,0,0,6,748.8,2022-05-02
